ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P1001A_1,P1001A_2A_1,P1001A_2A_2,P1001A_2B_1,P1001A_2B_2,P1001A_2A_1C,P1001A_2A_2C,P1001A_2B_1C,P1001A_2B_2C,P1001A_3,P1001A_4,P1001A_5,P1001A_5A,P1001A_5B,P1001A_6A,P1001A_6B,P1001A_6C,P1001A_TOTAL,P1002B_1C,P1002B_1D,P1002B_1A,P1002B_1B,P1002B_2,P1002B_3,P1002B_4,P1002B_5,P1002B_6,P1002B_7A_1,P1002B_7A_2,P1002B_7B_1,P1002B_7B_2,P1002B_7A_1C,P1002B_7A_2C,P1002B_7B_1C,P1002B_7B_2C,P1002B_8,P1002B_9,P1002B_9A,P1002B_9B,P1002B_9C,P1002B_10A,P1002B_10B,P1002B_TOTAL,P1000_TOTAL,OMICAP1000
2022,21,PUNO,01,PUNO,02,ACORA,18005,00137,15,1,2,6,162.719047619048,1, ,1,1,0,0,0,1000,160, , ,4,2,0,0,550,0,0,0,0,240,1950,1800,1440, , ,20,0,10,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,3270,5220, 
2022,21,PUNO,01,PUNO,02,ACORA,18025,00008,1,1,2,6,162.719047619048,1, ,1,1,0,0,0,50,100, , ,1,2,0,0,115,0,0,0,30,60,355,1800,1440, , ,0,0,20,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,14,3274,3629, 
2022,21,PUNO,01,PUNO,02,ACORA,18025,00039,2,1,2,6,162.719047619048,1, ,1,1,150,0,0,0,0, , , , ,0,0,600,0,0,0,0,100,850,1200,0, , ,0,0,100,10,0,0,0,0,0, , , , ,0,0,0,0,0,0,15,1325,2175, 
2022,21,PUNO,01,PUNO,02,ACORA,18025,00043,3,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,1600,0, , ,0,0,0,0,50,0,0,0,0, , , , ,0,0,0,0,0,0,16,1666,1666, 
2022,21,PUNO,01,PUNO,02,ACORA,18025,00047,4,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,3090,0,0,0,0,200,3290, , , , , , , , , , , , , , , , , , , , , , , , , ,3290, 
2022,21,PUNO,01,PUNO,02,ACORA,18025,00072,5,1,2,6,162.719047619048,1, ,1,1,70,0,0,0,0, , , , ,0,0,100,0,0,0,0,100,270,1680,0, , ,0,0,0,0,10,0,0,0,0, , , , ,0,0,0,0,0,0,30,1720,1990, 
2022,21,PUNO,01,PUNO,02,ACORA,18025,00112,6,1,2,6,162.719047619048,1, ,1,1,175,0,0,0,0, , , , ,0,0,1336,0,0,0,0,120,1631,3000,1440, , ,0,0,50,10,0,0,0,0,0, , , , ,0,0,0,0,0,0,20,4520,6151, 
2022,21,PUNO,01,PUNO,02,ACORA,18025,00127,7,1,2,6,162.719047619048,1, ,1,1,0,0,0,6000,0, , ,20, ,0,0,900,0,0,0,0,3075,9975,1500,2400, , ,0,0,70,10,50,0,0,0,0, , , , ,80,0,0,0,0,0,50,4160,14135, 
2022,21,PUNO,01,PUNO,02,ACORA,18025,00153,8,1,2,6,162.719047619048,1, ,1,1,0,0,0,80,0, , ,2, ,0,0,760,0,0,0,0,210,1050,4800,960, , ,20,0,50,10,0,0,0,0,0, , , , ,0,0,0,0,0,0,100,5940,6990, 
2022,21,PUNO,01,PUNO,02,ACORA,18025,00154,9,1,2,6,162.719047619048,1, ,1,1,0,0,0,1000,0, , ,5, ,0,0,2040,0,0,0,0,1200,4240,1600,1260, , ,180,0,20,10,0,0,0,0,0, , , , ,0,0,0,0,0,0,56,3126,7366, 
2022,21,PUNO,01,PUNO,02,ACORA,18025,00187,10,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,20,0,810,0,0,0,0,150,980,800,0, , ,0,0,30,10,10,0,0,0,0, , , , ,0,0,0,0,0,0,20,870,1850, 
2022,21,PUNO,01,PUNO,02,ACORA,18025,00192,11,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,180,0,0,0,0,300,480, , , , , , , , , , , , , , , , , , , , , , , , , ,480, 
2022,21,PUNO,01,PUNO,02,ACORA,18025,00202,12,1,2,6,162.719047619048,1, ,1,0,0,0,0,180,180, , ,2,2,0,0,0,0,0,0,0,120,480, , , , , , , , , , , , , , , , , , , , , , , , , ,480, 
2022,21,PUNO,01,PUNO,02,ACORA,18025,00207,13,1,2,6,162.719047619048,1, ,1,1,0,0,0,270,0, , ,6, ,0,0,1590,0,0,0,0,460,2320,1800,1380, , ,0,0,125,10,0,0,0,0,0, , , , ,0,0,0,0,0,0,30,3345,5665, 
2022,21,PUNO,01,PUNO,02,ACORA,18025,00230,14,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,240,0,0,0,0,60,300,1600,0, , ,10,0,0,10,0,0,0,0,0, , , , ,80,0,0,0,0,0,10,1710,2010, 
2022,21,PUNO,01,PUNO,02,ACORA,18025,00244,15,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,415,0,0,0,0,60,475,1600,0, , ,0,0,0,10,0,0,0,0,0, , , , ,60,0,0,0,0,0,10,1680,2155, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18044,00002,1,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,150,150,800,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,15,815,965, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18044,00008,2,1,2,6,162.719047619048,1, ,1,1,0,0,0,200,200, , ,2,2,0,0,0,0,0,0,0,150,550,1500,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,20,1520,2070, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18044,00022,3,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,400,400,2000,0, , ,0,0,0,0,0,0,0,0,0, , , , ,200,0,0,0,0,0,20,2220,2620, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18044,00048,4,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,300,300,800,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,96,896,1196, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18044,00063,5,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,150,150,1000,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,5,1005,1155, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18044,00074,6,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,200,200,1600,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,20,1620,1820, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18044,00079,7,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,250,250, , , , , , , , , , , , , , , , , , , , , , , , , ,250, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18044,00080,8,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,90,0,0,0,0,200,290, , , , , , , , , , , , , , , , , , , , , , , , , ,290, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18044,00122,9,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,100,100,600,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,10,610,710, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18044,00124,10,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,200,200,1200,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,25,1225,1425, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18044,00147,11,1,2,6,162.719047619048,1, ,1,1,0,6000,6000,0,0,1,1, , ,0,0,0,0,0,0,0,600,12600,2000,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,50,2050,14650, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18044,00165,12,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,500,500,1600,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,40,1640,2140, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18044,00175,13,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,250,250,1600,0, , ,0,0,0,0,0,7200,3600,0,0,1,1, , ,0,0,0,0,0,0,20,12420,12670, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18044,00176,14,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,400,400,2000,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,50,2050,2450, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18044,00177,15,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,250,250,1600,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,50,1650,1900, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18063,00001,1,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,210,0,0,0,110,300,620,1200,1080, , ,0,0,36,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,35,2351,2971, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18063,00002,2,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,32,200,232,1760,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,25,1785,2017, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18063,00008,3,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,10,10,10, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18063,00017,4,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,96,0,0,0,22,200,318,800,0, , ,0,0,20,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,40,860,1178, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18063,00033,5,1,2,6,162.719047619048,1, ,1,1,0,0,0,450,0, , ,3, ,0,0,190,0,0,0,22,240,902,4200,0, , ,0,0,50,0,46,0,0,0,0, , , , ,200,0,0,0,0,0,96,4592,5494, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18063,00052,6,1,2,6,162.719047619048,1, ,1,1,0,0,0,120,80, , ,3,2,0,0,120,0,0,0,0,300,620,1200,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,10,1210,1830, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18063,00068,7,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,240,220,0,0,200,400,1060,2310,0, , ,30,0,25,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,50,2415,3475, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18063,00069,8,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,120,0,0,0,0,150,270,960,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,6,966,1236, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18063,00093,9,1,2,6,162.719047619048,1, ,1,1,0,0,0,60,60, , ,1,1,0,0,80,0,0,0,0,100,300,800,0, , ,10,0,10,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,10,830,1130, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18063,00095,10,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,30,0,0,0,100,200,330,950,0, , ,0,0,20,0,20,0,0,0,0, , , , ,0,0,0,0,0,0,20,1010,1340, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18063,00096,11,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,70,0,0,0,22,60,152,1440,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,10,1450,1602, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18063,00109,12,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,688,0,0,0,300,150,1138,2040,0, , ,0,0,10,0,50,0,0,0,0, , , , ,0,0,0,0,0,0,50,2150,3288, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18063,00137,13,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,60,60,1632,0, , ,0,0,10,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,15,1657,1717, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18063,00139,14,1,2,6,162.719047619048,1, ,1,1,0,0,0,200,0, , ,2, ,0,0,120,0,0,0,45,225,590,912,0, , ,0,0,20,0,80,0,0,0,0, , , , ,0,0,0,0,0,0,0,1012,1602, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18063,00145,15,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,420,0,0,0,0,200,620,1500,0, , ,50,6,0,0,50,0,0,0,0, , , , ,0,0,0,0,0,0,20,1626,2246, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18084,00001,1,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,10,0,0,80,0,0,90,415,0, , ,10,20,10,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,455,545, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18084,00003,2,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,50,0,0,80,0,0,130,0,0, , ,20,0,50,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,10,80,210, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18084,00024,3,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,162,0,0,80,0,0,242,575,0, , ,10,30,20,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,635,877, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18084,00025,4,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,50,0,0,80,0,0,130,500,0, , ,20,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,10,530,660, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18084,00028,5,1,2,6,162.719047619048,1, ,1,1,0,0,0,1200,0, , ,4, ,0,0,550,0,0,600,0,0,2350,2500,0, , ,100,80,20,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,2700,5050, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18084,00038,6,1,2,6,162.719047619048,1, ,1,0,0,0,0,200,0, , ,2, ,0,0,100,0,0,300,0,0,600, , , , , , , , , , , , , , , , , , , , , , , , , ,600, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18084,00052,7,1,2,6,162.719047619048,1, ,1,1,0,0,0,360,0, , ,3, ,0,0,150,0,0,70,0,0,580,1000,0, , ,20,50,50,0,0,0,0,0,0, , , , ,280,0,0,0,0,0,10,1410,1990, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18084,00059,8,1,2,6,162.719047619048,1, ,1,1,200,0,0,0,0, , , , ,0,0,192,0,0,100,0,0,492,1600,0, , ,20,50,50,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,20,1740,2232, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18084,00060,9,1,2,6,162.719047619048,1, ,1,1,0,0,0,400,0, , ,2, ,0,0,200,0,0,200,0,0,800,420,0, , ,20,0,50,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,100,590,1390, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18084,00062,10,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,150,0,0,100,0,0,250, , , , , , , , , , , , , , , , , , , , , , , , , ,250, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18084,00068,11,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,40,0,0,40, , , , , , , , , , , , , , , , , , , , , , , , , ,40, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18084,00070,12,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,10,0,0,0,0,0,10,1000,0, , ,10,0,10,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,1020,1030, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18084,00073,13,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,100,0,0,80,0,0,180, , , , , , , , , , , , , , , , , , , , , , , , , ,180, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18084,00081,15,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,100,0,0,150,0,0,250, , , , , , , , , , , , , , , , , , , , , , , , , ,250, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18103,00008,1,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,150,0,0,0,0,0,150,1600,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,1600,1750, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18103,00015,2,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,1000,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,50,1050,1050, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18103,00029,4,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,180,0,0,0,0,0,180,2000,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,2000,2180, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18103,00044,5,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,1600,0, , ,0,25,25,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,1650,1650, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18103,00051,6,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,200,0,0,0,0,0,200,2000,0, , ,0,0,50,0,0,0,0,0,0, , , , ,250,0,0,0,0,0,0,2300,2500, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18103,00061,7,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,1500,0, , ,0,0,0,25,0,0,0,0,0, , , , ,0,0,0,0,0,0,20,1545,1545, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18103,00072,8,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,200,200,1600,0, , ,50,0,50,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,1700,1900, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18103,00081,9,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,2000,0, , ,25,25,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,2050,2050, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18103,00082,10,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,1000,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,1000,1000, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18103,00088,11,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,150,0,0,0,0,0,150,1600,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,1600,1750, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18103,00098,12,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,2000,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,2000,2000, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18103,00116,13,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,30,0,0,0,0,0,30,1600,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,1600,1630, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18103,00118,14,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,80,0,0,0,0,0,80,1000,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,1000,1080, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18103,00119,15,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,1000,0, , ,0,0,50,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,25,1075,1075, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18122,00003,1,1,2,6,162.719047619048,1, ,1,1,200,0,0,1050,750, , ,3,3,0,0,2500,0,0,0,0,400,4900,900,1200, , ,75,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,50,2225,7125, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18122,00005,2,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,1740,0,0,0,0,400,2140,2000,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,10,2010,4150, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18122,00010,3,1,2,6,162.719047619048,1, ,1,1,0,0,0,270,0, , ,3, ,0,0,225,0,0,0,0,80,575,1500,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,10,1510,2085, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18122,00022,4,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,500,0,0,0,0,60,560,3000,1440, , ,24,20,0,0,0,0,0,0,0, , , , ,420,0,0,0,0,0,10,4914,5474, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18122,00027,5,1,2,6,162.719047619048,1, ,1,1,2000,0,0,6500,0, , ,13, ,0,0,1170,0,0,200,0,400,10270,8000,1380, , ,0,0,0,0,0,0,0,0,0, , , , ,480,0,0,0,0,0,50,9910,20180, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18122,00035,6,1,2,6,162.719047619048,1, ,1,1,0,0,0,360,360, , ,3,3,0,0,750,0,0,0,0,750,2220,3000,1440, , ,70,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,50,4560,6780, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18122,00036,7,1,2,6,162.719047619048,1, ,1,1,2000,0,0,3200,0, , ,8, ,0,0,8835,1000,0,0,0,4000,19035,5000,1075, , ,100,100,0,0,0,0,0,0,0, , , , ,450,0,0,0,0,0,200,6925,25960, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18122,00041,8,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,480,0,0,0,0,500,980,1000,0, , ,10,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,30,1040,2020, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18122,00045,9,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,216,0,0,0,0,350,566, , , , , , , , , , , , , , , , , , , , , , , , , ,566, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18122,00046,10,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,710,0,0,0,0,200,910,1500,0, , ,16,5,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,50,1571,2481, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18122,00065,11,1,2,6,162.719047619048,1, ,1,1,200,0,0,560,420, , ,8,6,0,0,1500,0,0,80,0,270,3030,1600,0, , ,0,0,40,0,0,0,0,0,0, , , , ,570,0,0,0,0,0,30,2240,5270, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18122,00071,12,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,180,0,0,0,0,100,280, , , , , , , , , , , , , , , , , , , , , , , , , ,280, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18122,00072,13,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,200,200, , , , , , , , , , , , , , , , , , , , , , , , , ,200, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18122,00075,14,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,120,0,0,0,0,90,210,360,1440, , ,10,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,20,1830,2040, 
2022,21,PUNO,05,EL COLLAO,01,ILAVE,18122,00076,15,1,2,6,162.719047619048,1, ,1,1,0,0,0,1250,1500, , ,5,3,0,0,1500,0,0,0,0,2000,6250,5000,0, , ,50,0,0,0,0,0,0,0,0, , , , ,825,0,0,0,0,0,50,5925,12175, 
2022,21,PUNO,05,EL COLLAO,03,PILCUYO,18141,00037,1,1,2,6,162.719047619048,1, ,1,1,0,0,0,2100,2100, , ,5,5,0,0,600,0,0,0,0,900,5700,3400,0, , ,0,40,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,3440,9140, 
2022,21,PUNO,05,EL COLLAO,03,PILCUYO,18141,00043,2,1,2,6,162.719047619048,1, ,1,1,0,0,0,900,900, , ,3,5,0,0,2006,0,0,400,0,2330,6536,950,1496, , ,0,0,70,0,0,0,0,0,0, , , , ,130,0,0,0,0,0,50,2696,9232, 
2022,21,PUNO,05,EL COLLAO,03,PILCUYO,18141,00046,3,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,120,0,0,0,0,225,345,1050,0, , ,10,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,20,1080,1425, 
2022,21,PUNO,05,EL COLLAO,03,PILCUYO,18141,00048,4,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,840, , , ,1,0,0,540,0,0,0,0,550,1930,1500,720, , ,105,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,2325,4255, 
2022,21,PUNO,05,EL COLLAO,03,PILCUYO,18141,00051,5,1,2,6,162.719047619048,1, ,1,1,0,0,0,80,0, , ,1, ,0,0,120,0,0,0,150,0,350,2032,0, , ,20,20,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,200,2272,2622, 
2022,21,PUNO,05,EL COLLAO,03,PILCUYO,18141,00052,6,1,2,6,162.719047619048,1, ,1,1,0,0,0,720,240, , ,4,2,0,0,500,250,0,0,0,600,2310,1600,0, , ,30,30,0,0,0,0,0,0,0, , , , ,675,0,0,0,0,0,40,2375,4685, 
2022,21,PUNO,05,EL COLLAO,03,PILCUYO,18141,00059,7,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,60,0,0,0,0,250,310,1300,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,1300,1610, 
